lat,long,time,date,area(place),roadtype,temperature,weather,vehicletype,rain,humidity,accidents,traffic
17.683037,83.302053,14:05,2021-11-16,MVP Colony,National Highway,25.5,Light Rain,Two-wheeler,0.02,79.1,1,39.0
17.71389,83.261143,20:03,2020-05-28,Malkapuram,Local Road,28.7,Clear,Two-wheeler,0.074,85.9,2,51.7
17.861272,83.335592,17:53,2020-04-08,Vizag Port,Minor Arterial,31.6,Overcast,Car,0.14,71.5,2,72.6
17.827372,83.207083,15:06,2021-03-17,Dwaraka Nagar,Minor Arterial,34.6,Drizzle,Two-wheeler,0.19,85.2,1,51.9
17.897228,83.164614,08:48,2021-04-03,Gopalapatnam,Minor Arterial,38.0,Clear,Two-wheeler,0.063,68.4,1,61.5
17.830165,83.224982,10:44,2019-12-29,MVP Colony,National Highway,24.0,Clear,Two-wheeler,0.04,70.4,1,57.3
17.798908,83.268577,14:57,2022-11-07,Rushikonda,State Highway,30.0,Fog,Cycle,0.368,71.5,1,49.8
17.632786,83.192005,07:27,2021-01-20,Kurmannapalem,Local Road,33.0,Overcast,Car,0.39,81.0,1,33.0
17.728701,83.238699,15:17,2020-06-08,MVP Colony,State Highway,24.3,Light Rain,Car,0.493,72.3,1,65.6
17.692821,83.249996,14:10,2022-11-06,Dwaraka Nagar,Ghat Road,26.1,Light Rain,Car,0.164,69.6,1,23.0
17.685396,83.164348,19:23,2022-04-22,Rushikonda,Minor Arterial,31.9,Drizzle,Car,0.116,77.2,1,89.7
17.940554,83.295827,18:28,2022-05-02,Gopalapatnam,Major Arterial,31.1,Clear,Bus,0.031,53.4,1,58.7
17.737584,83.371086,18:04,2023-01-25,Gajuwaka,Local Road,23.8,Clear,Two-wheeler,0.565,94.8,3,78.7
17.912216,83.187936,16:54,2019-02-25,Gopalapatnam,Local Road,30.2,Drizzle,Car,0.002,86.0,1,53.2
17.820899,83.299452,09:43,2022-06-07,Kurmannapalem,Major Arterial,29.3,Clear,Two-wheeler,0.312,70.4,1,41.0
17.878184,83.316185,07:21,2020-05-03,Gajuwaka,National Highway,33.8,Clear,Car,0.085,85.7,1,34.0
17.775923,83.254834,15:39,2021-11-17,Gajuwaka,Local Road,29.6,Clear,Car,0.388,63.8,1,64.5
17.801916,83.325274,07:04,2023-05-26,Pendurthi,Local Road,32.6,Clear,Two-wheeler,0.311,49.4,1,39.8
17.772381,83.252683,19:21,2020-12-22,Pendurthi,Local Road,28.1,Drizzle,Car,0.173,71.2,1,74.5
17.668335,83.276159,12:27,2022-04-22,Dwaraka Nagar,Local Road,34.6,Clear,Car,0.238,61.3,1,30.9
17.852858,83.151838,21:46,2022-12-19,NAD Junction,Major Arterial,24.0,Overcast,Two-wheeler,0.083,54.4,1,24.5
17.69827,83.32293,12:10,2022-10-30,Siripuram,Local Road,24.7,Clear,Two-wheeler,0.564,59.3,2,39.1
17.608511,83.315336,11:46,2019-02-10,Gajuwaka,National Highway,31.3,Clear,Two-wheeler,0.005,80.7,1,41.5
17.825915,83.1596,15:05,2023-02-16,NAD Junction,State Highway,27.2,Light Rain,Car,0.021,81.4,1,54.1
17.661989,83.242063,05:15,2021-09-30,Dwaraka Nagar,National Highway,25.3,Drizzle,Car,3.897,82.0,1,4.4
17.929161,83.394758,23:33,2019-09-17,NAD Junction,National Highway,30.5,Clear,Bus,4.352,59.1,1,18.9
17.933875,83.255184,07:02,2020-03-16,Pendurthi,Minor Arterial,30.0,Light Rain,Two-wheeler,0.135,71.3,1,40.4
17.920203,83.275486,07:54,2021-07-14,Gopalapatnam,National Highway,22.0,Clear,Two-wheeler,1.289,86.6,1,43.3
17.729556,83.377483,15:51,2021-05-05,Gopalapatnam,State Highway,33.0,Overcast,Car,0.466,81.4,1,60.4
17.60541,83.329315,15:00,2019-03-25,MVP Colony,State Highway,26.1,Drizzle,Car,0.384,81.7,1,68.9
17.924911,83.295518,14:46,2019-02-15,Vizag Port,Minor Arterial,29.5,Light Rain,Car,0.396,79.4,1,39.3
17.749864,83.349451,20:51,2020-03-15,Gopalapatnam,Major Arterial,27.8,Fog,Two-wheeler,0.093,82.6,1,46.5
17.938329,83.366092,08:42,2023-08-22,Gajuwaka,Major Arterial,29.8,Clear,Two-wheeler,2.663,72.9,1,62.5
17.937267,83.264222,07:12,2023-03-23,Scindia,Local Road,28.0,Clear,Truck,0.014,79.6,1,36.3
17.898553,83.268777,05:26,2021-09-12,Dwaraka Nagar,Major Arterial,24.3,Clear,Two-wheeler,1.001,76.0,1,0.0
17.703057,83.246513,07:40,2023-01-01,Anakapalle,Major Arterial,23.2,Clear,Two-wheeler,0.054,71.9,2,34.4
17.734784,83.391677,16:09,2019-05-16,Malkapuram,Local Road,27.0,Overcast,Two-wheeler,0.007,78.1,1,71.8
17.897898,83.324292,02:33,2022-04-21,Gopalapatnam,National Highway,27.7,Clear,Car,0.192,57.9,1,7.6
17.710923,83.170806,08:40,2023-09-29,Gajuwaka,Major Arterial,29.3,Clear,Two-wheeler,0.119,71.4,1,64.4
17.659322,83.36574,17:01,2022-04-10,Malkapuram,Minor Arterial,33.9,Overcast,Two-wheeler,0.026,72.4,1,87.0
17.79488,83.27014,18:15,2021-06-27,Dwaraka Nagar,Local Road,27.1,Drizzle,Two-wheeler,0.128,83.2,1,70.0
17.927654,83.167188,12:07,2021-05-10,Anakapalle,Local Road,28.3,Clear,Two-wheeler,0.738,62.2,1,34.3
17.84361,83.287429,06:49,2021-02-26,Anakapalle,National Highway,28.1,Light Rain,Car,0.008,81.7,1,30.2
17.799521,83.254291,19:27,2020-08-12,NAD Junction,Minor Arterial,22.1,Clear,Car,0.472,78.8,1,82.4
17.634012,83.369437,11:32,2021-08-13,Kailasagiri,Local Road,29.9,Light Rain,Cycle,1.583,80.0,1,35.5
17.815253,83.200999,12:02,2020-11-20,Kailasagiri,State Highway,27.8,Clear,Two-wheeler,0.347,62.5,1,44.4
17.946519,83.356616,08:17,2020-06-22,Gopalapatnam,National Highway,28.2,Drizzle,Two-wheeler,1.406,71.5,1,51.3
17.649029,83.289422,09:05,2022-02-17,Bheemunipatnam,Local Road,26.4,Heavy Rain,Two-wheeler,0.75,84.0,1,63.2
17.781415,83.163653,16:41,2022-07-28,Dwaraka Nagar,State Highway,26.1,Overcast,Two-wheeler,0.618,62.3,1,72.0
17.907081,83.392961,19:08,2022-08-24,Seethammadhara,National Highway,23.1,Clear,Car,0.958,68.1,1,75.6
17.859269,83.278154,08:33,2020-12-08,Seethammadhara,State Highway,30.6,Clear,Auto-rickshaw,0.344,59.1,1,69.4
17.843956,83.222719,20:48,2022-07-24,Dwaraka Nagar,National Highway,24.2,Clear,Two-wheeler,1.717,55.7,1,46.5
17.845869,83.267352,09:35,2023-04-03,Gopalapatnam,State Highway,28.8,Drizzle,Two-wheeler,0.048,92.1,1,41.9
17.725822,83.364464,22:30,2019-10-22,Kailasagiri,Major Arterial,25.2,Clear,Two-wheeler,0.138,70.5,1,34.9
17.702757,83.226226,21:18,2023-12-12,MVP Colony,Major Arterial,30.5,Clear,Truck,0.746,57.3,1,49.9
17.883276,83.198169,00:16,2019-02-22,Malkapuram,Local Road,26.2,Clear,Car,0.398,56.3,1,18.9
17.88354,83.182268,12:04,2021-03-16,Malkapuram,State Highway,30.9,Light Rain,Cycle,0.043,81.8,1,42.0
17.903475,83.224465,17:53,2022-12-26,Malkapuram,Major Arterial,29.7,Clear,Car,0.04,52.1,1,70.1
17.919634,83.345012,16:15,2019-02-21,Dwaraka Nagar,Local Road,25.2,Clear,Car,0.353,73.1,1,44.4
17.77897,83.267907,15:26,2020-12-28,Gajuwaka,Local Road,27.7,Clear,Two-wheeler,0.044,67.3,1,62.4
17.775531,83.20687,14:07,2019-03-13,Gajuwaka,Major Arterial,22.9,Light Rain,Auto-rickshaw,0.121,66.2,1,56.4
17.879403,83.191546,13:31,2019-01-28,Seethammadhara,Major Arterial,29.2,Light Rain,Car,0.04,97.5,1,50.9
17.827487,83.233182,12:17,2020-04-13,Malkapuram,Minor Arterial,29.0,Drizzle,Car,0.003,67.1,1,32.2
17.845688,83.384981,08:11,2021-02-02,Pendurthi,Local Road,24.8,Clear,Two-wheeler,0.417,67.4,1,54.5
17.878527,83.235757,19:54,2021-06-04,Malkapuram,National Highway,27.2,Drizzle,Two-wheeler,2.264,77.3,3,96.2
17.911502,83.397031,10:55,2021-06-30,MVP Colony,Major Arterial,26.6,Heavy Rain,Two-wheeler,0.954,71.4,3,44.6
17.718298,83.271308,06:08,2020-06-30,Siripuram,Local Road,28.8,Light Rain,Two-wheeler,0.261,94.3,1,0.0
17.731454,83.194791,18:18,2022-11-25,Seethammadhara,Major Arterial,33.7,Heavy Rain,Cycle,0.328,83.1,1,96.7
17.632894,83.372785,08:33,2019-07-20,Gopalapatnam,Local Road,32.0,Heavy Rain,Car,0.668,88.8,1,55.3
17.802398,83.265089,17:30,2023-11-20,Pendurthi,Minor Arterial,24.4,Clear,Car,0.217,74.5,1,69.9
17.61258,83.327418,08:34,2023-06-23,NAD Junction,State Highway,32.6,Fog,Car,0.571,81.7,2,49.7
17.762959,83.395928,01:28,2021-03-30,Malkapuram,Major Arterial,28.1,Clear,Car,0.113,74.9,1,16.8
17.789926,83.162544,15:45,2023-01-29,Dwaraka Nagar,Minor Arterial,20.4,Fog,Two-wheeler,0.153,87.8,1,51.7
17.700289,83.174174,19:59,2023-08-03,Rushikonda,Minor Arterial,27.3,Overcast,Two-wheeler,2.153,66.0,1,82.6
17.806792,83.330114,16:31,2023-06-07,Siripuram,Local Road,23.3,Heavy Rain,Auto-rickshaw,2.676,73.7,1,62.2
17.610675,83.220456,07:23,2020-07-13,MVP Colony,Local Road,26.7,Light Rain,Two-wheeler,0.879,59.9,1,31.2
17.613072,83.196075,12:02,2023-12-19,Gopalapatnam,National Highway,33.7,Clear,Car,0.053,63.4,1,43.5
17.88791,83.15984,10:09,2020-01-14,Dwaraka Nagar,Minor Arterial,24.1,Clear,Car,0.033,86.6,1,41.4
17.726067,83.155462,15:59,2023-11-19,MVP Colony,Minor Arterial,24.0,Clear,Car,0.083,79.9,1,63.5
17.644471,83.343621,12:28,2022-04-15,Gopalapatnam,Minor Arterial,30.7,Clear,Cycle,0.324,81.9,2,37.6
17.782785,83.183608,07:52,2021-12-11,Gajuwaka,Major Arterial,25.5,Clear,Two-wheeler,0.064,81.5,1,45.8
17.869498,83.26693,04:25,2019-03-20,Kailasagiri,Minor Arterial,27.2,Clear,Car,0.01,64.4,1,11.6
17.675537,83.301474,13:19,2022-11-09,Rushikonda,Minor Arterial,28.3,Light Rain,Car,0.166,74.2,1,46.0
17.818012,83.257088,15:13,2021-04-13,MVP Colony,Minor Arterial,26.6,Light Rain,Cycle,0.007,68.6,1,58.4
17.629872,83.156777,17:12,2023-05-19,Gopalapatnam,Local Road,31.7,Overcast,Auto-rickshaw,0.432,80.4,1,67.1
17.618089,83.345875,12:50,2021-10-28,Vizag Port,National Highway,25.7,Clear,Two-wheeler,0.227,62.1,1,26.6
17.785974,83.152628,18:33,2022-05-22,Dwaraka Nagar,Major Arterial,34.2,Clear,Two-wheeler,0.059,70.5,1,71.2
17.789222,83.340472,14:39,2019-01-25,Pendurthi,Minor Arterial,25.4,Fog,Truck,0.127,89.5,3,49.8
17.8231,83.373326,18:54,2020-03-25,Vizag Port,Local Road,25.9,Drizzle,Two-wheeler,0.269,81.0,3,77.4
17.854132,83.25821,00:57,2021-02-06,Dwaraka Nagar,National Highway,25.2,Drizzle,Two-wheeler,0.495,71.5,1,19.9
17.941548,83.283886,16:07,2021-01-24,Kailasagiri,Major Arterial,26.8,Light Rain,Car,0.415,65.9,1,71.1
17.780705,83.269246,22:54,2023-01-20,Gajuwaka,Local Road,23.7,Fog,Car,0.014,72.2,2,41.2
17.713035,83.247302,19:41,2023-01-24,MVP Colony,Local Road,29.6,Light Rain,Car,0.017,80.3,1,77.8
17.878315,83.371856,06:56,2019-07-17,Gopalapatnam,Local Road,26.4,Light Rain,Car,1.366,61.7,1,10.1
17.694791,83.373483,16:37,2022-01-22,MVP Colony,Major Arterial,30.4,Light Rain,Car,0.137,83.5,1,83.7
17.75364,83.233954,14:47,2023-10-09,Bheemunipatnam,Local Road,28.2,Clear,Car,0.069,59.2,1,45.9
17.62746,83.303767,16:45,2020-03-12,Pendurthi,Minor Arterial,33.1,Clear,Cycle,0.747,76.7,1,77.4
17.608873,83.381727,17:29,2023-03-31,Dwaraka Nagar,Minor Arterial,27.2,Storm,Two-wheeler,0.274,81.9,1,71.1
17.936927,83.390515,20:42,2020-11-20,Kailasagiri,State Highway,26.9,Drizzle,Two-wheeler,0.233,64.1,1,50.3
17.892593,83.27724,01:20,2022-11-02,Bheemunipatnam,Minor Arterial,29.8,Clear,Two-wheeler,0.04,79.6,1,22.5
17.843591,83.263206,09:20,2020-08-09,Gopalapatnam,Major Arterial,21.8,Overcast,Auto-rickshaw,0.501,76.3,1,43.1
17.743134,83.219674,07:03,2019-04-14,Malkapuram,Major Arterial,29.6,Clear,Two-wheeler,0.186,68.1,1,35.9
17.660653,83.389718,08:25,2023-08-31,MVP Colony,Minor Arterial,27.7,Light Rain,Car,2.381,61.3,1,67.0
17.654753,83.185704,06:01,2020-09-18,Anakapalle,State Highway,30.2,Fog,Two-wheeler,4.012,86.9,1,18.2
17.687585,83.294957,06:56,2021-11-28,Seethammadhara,State Highway,30.8,Drizzle,Auto-rickshaw,0.239,80.0,1,13.9
17.792229,83.220638,19:47,2020-04-02,MVP Colony,Major Arterial,34.4,Clear,Auto-rickshaw,0.108,73.8,1,77.1
17.850109,83.219752,17:41,2019-12-30,Pendurthi,Local Road,27.1,Overcast,Car,0.235,70.7,1,67.6
17.831069,83.251242,10:24,2023-12-14,Pendurthi,State Highway,25.8,Clear,Two-wheeler,0.014,64.9,1,49.2
17.697977,83.399698,20:57,2019-05-15,Malkapuram,Local Road,31.2,Overcast,Two-wheeler,0.183,82.7,3,64.1
17.934203,83.163742,17:34,2020-01-09,Vizag Port,Minor Arterial,27.2,Overcast,Two-wheeler,0.45,82.6,1,74.3
17.858264,83.294635,15:58,2022-06-09,Dwaraka Nagar,Minor Arterial,23.0,Overcast,Two-wheeler,1.52,54.8,1,37.8
17.794024,83.170643,09:49,2019-02-08,MVP Colony,Minor Arterial,28.5,Drizzle,Two-wheeler,0.002,91.2,1,51.8
17.814102,83.18863,19:07,2021-03-29,Dwaraka Nagar,Local Road,25.3,Clear,Two-wheeler,0.237,92.1,1,78.6
17.74686,83.259891,07:06,2019-02-16,Malkapuram,National Highway,27.3,Clear,Two-wheeler,0.259,75.1,1,40.1
17.686706,83.277615,16:41,2019-02-05,Gajuwaka,Major Arterial,27.1,Light Rain,Car,0.156,82.9,1,67.3
17.72459,83.214698,19:44,2019-04-05,Seethammadhara,Minor Arterial,37.4,Light Rain,Truck,0.339,88.3,1,84.1
17.865246,83.229114,19:12,2021-09-11,Anakapalle,Ghat Road,30.7,Overcast,Car,0.339,100.0,1,73.4
17.605038,83.171742,19:28,2022-10-16,Dwaraka Nagar,National Highway,29.9,Clear,Auto-rickshaw,0.105,75.5,1,73.3
17.640625,83.225805,20:05,2023-03-29,Anakapalle,Minor Arterial,30.9,Storm,Two-wheeler,0.33,82.1,1,39.9
17.616101,83.39164,10:10,2022-03-15,Bheemunipatnam,Local Road,27.0,Overcast,Two-wheeler,0.185,87.2,1,50.5
17.614255,83.386177,11:39,2020-01-03,Gajuwaka,Local Road,24.3,Clear,Two-wheeler,1.036,90.6,1,51.1
17.899411,83.23372,09:07,2019-03-06,Dwaraka Nagar,National Highway,21.5,Light Rain,Cycle,0.014,83.9,1,54.0
17.84628,83.292713,23:39,2022-06-05,MVP Colony,Minor Arterial,29.6,Light Rain,Two-wheeler,0.42,62.1,1,27.7
17.765961,83.377399,13:18,2021-01-23,Gajuwaka,National Highway,29.7,Overcast,Auto-rickshaw,0.044,82.8,1,58.2
17.634242,83.151546,09:48,2023-03-24,Seethammadhara,Local Road,25.7,Clear,Two-wheeler,0.749,81.5,1,53.3
17.772066,83.352671,12:17,2021-03-26,Pendurthi,Major Arterial,26.1,Clear,Truck,0.407,63.9,1,38.5
17.765715,83.387092,17:01,2023-04-28,Scindia,Local Road,28.6,Clear,Two-wheeler,0.029,83.8,1,81.7
17.660621,83.172831,09:58,2021-01-25,Vizag Port,Local Road,25.6,Clear,Car,0.087,69.7,1,29.6
17.751848,83.190362,19:16,2019-06-30,Gajuwaka,Ghat Road,26.5,Fog,Cycle,0.081,88.2,1,64.0
17.739477,83.390187,01:56,2023-03-05,Seethammadhara,Local Road,29.0,Drizzle,Auto-rickshaw,0.2,70.6,2,25.1
17.815548,83.284385,17:04,2020-08-19,MVP Colony,State Highway,31.2,Heavy Rain,Truck,0.603,82.0,1,73.5
17.822283,83.153549,23:55,2022-03-24,Dwaraka Nagar,State Highway,27.9,Clear,Two-wheeler,0.06,71.8,1,26.4
17.615856,83.214408,15:49,2021-02-25,NAD Junction,Minor Arterial,31.8,Clear,Car,0.148,92.4,1,50.5
17.731114,83.262486,08:36,2023-04-08,Malkapuram,Minor Arterial,38.0,Clear,Truck,0.317,91.2,4,73.3
17.819051,83.323227,12:49,2020-09-18,Malkapuram,National Highway,29.2,Heavy Rain,Two-wheeler,0.776,77.0,3,50.0
17.776098,83.33329,11:03,2022-12-29,Bheemunipatnam,Major Arterial,27.8,Clear,Car,0.283,61.5,1,58.2
17.899771,83.398855,19:23,2022-01-27,Seethammadhara,Local Road,21.0,Fog,Two-wheeler,0.118,85.2,1,81.5
17.830543,83.221878,07:37,2020-09-07,Malkapuram,Local Road,29.8,Light Rain,Two-wheeler,0.362,64.1,1,58.6
17.657027,83.284555,00:47,2022-10-27,Malkapuram,State Highway,28.2,Heavy Rain,Car,0.118,58.8,1,25.3
17.624699,83.283331,13:28,2023-05-06,Gopalapatnam,Major Arterial,31.3,Light Rain,Two-wheeler,0.154,71.1,1,39.8
17.824847,83.251411,15:01,2022-10-17,NAD Junction,Minor Arterial,27.3,Clear,Two-wheeler,0.124,69.7,1,39.1
17.609279,83.19229,00:17,2019-04-22,MVP Colony,Local Road,29.7,Drizzle,Two-wheeler,0.064,71.0,2,20.1
17.805021,83.394364,19:57,2020-03-28,Kailasagiri,Minor Arterial,25.0,Clear,Car,0.041,76.0,1,80.3
17.929081,83.363329,15:16,2021-01-25,NAD Junction,Local Road,30.4,Clear,Car,0.587,75.4,1,56.5
17.801416,83.274583,07:05,2022-04-07,NAD Junction,Local Road,22.9,Drizzle,Two-wheeler,0.071,77.5,1,33.8
17.735859,83.300811,16:36,2020-08-06,Kailasagiri,Local Road,29.3,Light Rain,Auto-rickshaw,1.833,70.3,1,69.3
17.825151,83.206815,10:33,2019-05-19,Kailasagiri,Local Road,26.5,Clear,Two-wheeler,0.083,61.0,1,31.5
17.760389,83.285947,07:41,2019-08-19,MVP Colony,Local Road,31.8,Heavy Rain,Car,5.242,72.2,1,53.8
17.790966,83.323743,05:58,2022-06-16,MVP Colony,Local Road,27.0,Light Rain,Two-wheeler,6.67,67.0,1,12.2
17.929513,83.278792,13:58,2021-09-10,Vizag Port,State Highway,29.7,Heavy Rain,Car,2.615,62.3,1,21.0
17.735136,83.397571,19:59,2019-09-10,Kurmannapalem,State Highway,28.6,Overcast,Car,1.307,62.3,1,67.2
17.936417,83.302835,07:26,2022-12-30,Bheemunipatnam,Local Road,31.6,Light Rain,Car,0.156,69.5,1,45.9
17.916873,83.242743,16:01,2020-07-14,Rushikonda,National Highway,33.5,Storm,Car,0.598,77.8,1,56.6
17.668527,83.343038,04:22,2022-12-16,Bheemunipatnam,Major Arterial,31.5,Heavy Rain,Truck,0.026,69.1,1,9.9
17.624276,83.192616,12:32,2022-08-19,Gajuwaka,Local Road,29.9,Overcast,Two-wheeler,0.124,79.9,1,47.9
17.635272,83.246129,21:11,2019-03-13,Siripuram,Local Road,27.1,Fog,Car,0.125,78.6,1,34.2
17.606378,83.23674,07:09,2022-07-10,Rushikonda,State Highway,29.5,Drizzle,Two-wheeler,5.78,75.1,1,27.3
17.633055,83.257952,18:39,2019-08-10,Scindia,Minor Arterial,31.1,Heavy Rain,Truck,0.425,64.1,1,82.7
17.839052,83.345445,03:09,2022-01-05,Rushikonda,Minor Arterial,26.8,Clear,Car,0.106,85.9,1,9.9
17.624916,83.271043,12:30,2019-03-03,Scindia,Major Arterial,28.2,Clear,Two-wheeler,0.205,77.2,1,46.3
17.711641,83.348504,17:03,2023-02-03,Malkapuram,Local Road,25.7,Overcast,Car,0.086,86.1,1,73.4
17.895706,83.294122,17:00,2022-03-26,Vizag Port,Minor Arterial,30.6,Clear,Auto-rickshaw,0.001,77.6,1,52.1
17.608145,83.235517,09:56,2021-03-16,Kurmannapalem,Ghat Road,29.5,Overcast,Two-wheeler,0.101,78.6,1,48.2
17.885064,83.352495,17:16,2019-05-05,NAD Junction,National Highway,27.2,Light Rain,Car,0.327,68.3,1,56.7
17.698649,83.209572,19:43,2021-01-10,Bheemunipatnam,Major Arterial,29.0,Drizzle,Car,0.576,79.4,1,76.9
17.641358,83.206096,10:59,2019-06-10,Dwaraka Nagar,Local Road,27.4,Overcast,Two-wheeler,0.483,95.3,2,40.3
17.843858,83.276126,06:45,2020-06-24,Pendurthi,Major Arterial,28.4,Overcast,Car,3.82,56.5,4,14.3
17.82013,83.215212,18:32,2020-09-17,Kailasagiri,State Highway,25.9,Drizzle,Two-wheeler,3.028,66.9,2,77.2
17.907115,83.152272,07:05,2023-06-03,Gajuwaka,Ghat Road,32.0,Drizzle,Auto-rickshaw,0.783,82.8,1,46.9
17.857275,83.312074,05:56,2023-04-08,Vizag Port,Local Road,29.0,Clear,Car,0.001,70.2,1,8.9
17.881218,83.277773,05:58,2019-04-16,Bheemunipatnam,Minor Arterial,37.4,Drizzle,Auto-rickshaw,0.373,78.5,1,16.1
17.698712,83.261379,17:40,2022-02-28,Gajuwaka,Minor Arterial,28.4,Clear,Two-wheeler,0.068,78.8,1,80.6
17.662104,83.391742,18:46,2022-10-12,Gajuwaka,National Highway,27.1,Overcast,Two-wheeler,0.282,78.7,1,95.2
17.862715,83.2928,09:04,2023-09-05,Rushikonda,Ghat Road,29.3,Light Rain,Two-wheeler,1.271,69.0,1,50.1
17.882392,83.365858,19:03,2021-02-14,MVP Colony,Local Road,28.9,Clear,Car,0.05,63.3,1,80.6
17.946677,83.184863,17:49,2023-12-26,Kailasagiri,National Highway,33.9,Overcast,Auto-rickshaw,0.209,84.7,1,70.4
17.744416,83.292302,18:12,2019-01-02,Anakapalle,State Highway,29.4,Light Rain,Bus,0.289,79.7,1,67.9
17.730206,83.366995,07:25,2019-08-21,Malkapuram,Local Road,22.4,Heavy Rain,Car,0.965,74.2,1,32.2
17.871745,83.295776,09:56,2020-01-04,Gajuwaka,National Highway,26.1,Clear,Car,0.276,76.5,1,59.1
17.719281,83.329504,15:39,2022-06-28,Bheemunipatnam,Local Road,30.4,Drizzle,Auto-rickshaw,0.779,76.7,1,56.4
17.925765,83.243011,20:12,2021-08-03,Rushikonda,Ghat Road,27.5,Light Rain,Truck,5.887,82.4,1,67.8
17.900444,83.173112,09:20,2022-02-05,Gajuwaka,Local Road,26.5,Clear,Car,0.055,78.3,1,64.4
17.750148,83.264475,11:32,2022-07-23,Rushikonda,Local Road,26.0,Heavy Rain,Car,2.257,66.0,1,36.7
17.862805,83.24862,11:39,2019-06-29,Kailasagiri,Minor Arterial,25.2,Light Rain,Car,2.077,61.9,1,25.3
17.86409,83.366765,18:29,2023-10-15,Dwaraka Nagar,National Highway,28.8,Light Rain,Car,0.151,81.9,5,67.8
17.636093,83.210999,18:44,2019-10-20,Malkapuram,Local Road,26.0,Clear,Truck,0.086,65.8,2,90.3
17.915894,83.391684,11:41,2020-08-06,Kurmannapalem,Major Arterial,32.0,Light Rain,Two-wheeler,0.885,78.1,3,37.9
17.776838,83.389535,08:56,2021-03-05,Dwaraka Nagar,Minor Arterial,25.5,Drizzle,Car,0.199,85.5,1,63.4
17.88926,83.211908,18:31,2019-06-24,Kailasagiri,Major Arterial,24.1,Drizzle,Car,1.134,72.7,1,71.2
17.712017,83.237013,18:38,2019-05-03,Malkapuram,State Highway,30.9,Drizzle,Car,0.287,75.4,1,93.3
17.913433,83.373889,11:13,2019-08-15,MVP Colony,Major Arterial,21.9,Overcast,Car,0.671,72.7,2,48.2
17.736221,83.391656,13:25,2020-03-19,Dwaraka Nagar,Local Road,20.8,Clear,Two-wheeler,0.023,86.7,1,47.9
17.603793,83.26086,07:31,2020-03-03,Dwaraka Nagar,Major Arterial,29.9,Clear,Car,0.141,70.5,1,39.3
17.916884,83.230249,00:59,2022-01-11,MVP Colony,Major Arterial,28.2,Overcast,Car,0.06,79.0,1,18.7
17.63195,83.281524,19:31,2021-02-03,Dwaraka Nagar,Major Arterial,21.7,Clear,Two-wheeler,0.192,82.7,1,83.4
17.71176,83.321942,16:17,2023-08-09,Malkapuram,National Highway,28.3,Clear,Auto-rickshaw,1.102,75.7,3,67.3
17.932522,83.218369,19:54,2020-09-23,Dwaraka Nagar,Local Road,27.1,Light Rain,Car,2.263,77.6,1,69.5
17.932713,83.334118,15:39,2019-03-06,Bheemunipatnam,Minor Arterial,23.4,Clear,Truck,0.171,65.3,1,65.8
17.800703,83.162914,23:39,2022-07-28,Seethammadhara,National Highway,30.2,Clear,Two-wheeler,0.845,70.5,1,37.7
17.821143,83.162324,15:34,2023-12-24,Kailasagiri,Major Arterial,32.6,Clear,Car,0.026,71.9,1,63.2
17.756956,83.246572,07:34,2022-11-15,Gopalapatnam,Ghat Road,33.8,Drizzle,Car,0.026,56.0,1,40.9
17.702624,83.238368,18:20,2020-03-03,Kurmannapalem,Minor Arterial,29.0,Clear,Two-wheeler,0.205,96.2,5,87.4
17.715033,83.228908,17:16,2020-09-09,Dwaraka Nagar,Major Arterial,28.1,Heavy Rain,Two-wheeler,3.19,55.9,1,71.1
17.835381,83.272755,08:11,2021-07-13,MVP Colony,Major Arterial,33.3,Heavy Rain,Two-wheeler,0.804,62.4,1,58.2
17.863331,83.230183,19:24,2021-03-22,Gajuwaka,State Highway,28.8,Drizzle,Two-wheeler,0.151,71.5,1,91.3
17.877053,83.198064,09:45,2019-04-17,Vizag Port,National Highway,30.0,Heavy Rain,Two-wheeler,0.179,69.1,4,26.3
17.876366,83.227367,13:30,2023-04-21,Kailasagiri,Local Road,29.0,Clear,Car,0.13,82.4,1,39.5
17.631922,83.393726,08:38,2020-10-20,NAD Junction,Major Arterial,29.7,Clear,Two-wheeler,0.012,71.1,1,55.7
17.773047,83.252778,11:00,2022-07-09,Malkapuram,Local Road,23.1,Heavy Rain,Truck,1.334,64.9,2,66.8
17.620146,83.261178,01:24,2022-03-28,Bheemunipatnam,Minor Arterial,31.5,Clear,Car,0.029,99.3,1,17.0
17.792335,83.294136,19:17,2019-09-22,MVP Colony,State Highway,23.8,Light Rain,Two-wheeler,1.217,78.9,1,88.6
17.754536,83.395835,12:02,2023-01-31,Pendurthi,Local Road,25.5,Clear,Two-wheeler,0.299,83.6,1,40.3
17.910696,83.2104,18:30,2022-05-10,Pendurthi,Major Arterial,31.9,Clear,Auto-rickshaw,0.001,83.4,1,80.9
17.72282,83.320321,00:49,2019-06-04,Dwaraka Nagar,Minor Arterial,33.2,Light Rain,Auto-rickshaw,0.844,79.0,3,2.8
17.640973,83.328996,19:02,2021-11-02,Dwaraka Nagar,Local Road,27.2,Clear,Two-wheeler,0.274,71.0,1,74.5
17.650047,83.301831,18:43,2022-08-13,Vizag Port,Local Road,24.8,Clear,Car,1.128,77.6,1,77.9
17.866529,83.172145,08:45,2021-06-14,Gopalapatnam,National Highway,31.2,Overcast,Cycle,0.402,74.6,1,54.3
